Move Name,Type,Accuracy,Move Category,Effect Chance,PP,Priority,Power,HP Based Damage,Target,Effect Entry
nasty-plot,dark,-1,status,-1,20,0,-1,No,user,Raises the user's Special Attack by two stages.
bullet-punch,steel,100,physical,-1,30,1,40,No,selected-pokemon,Inflicts regular damage.
avalanche,ice,100,physical,-1,10,-4,60,No,selected-pokemon,Inflicts regular damage.  If the target damaged the user this turn and was the last to do so  this move has double power.  pain split does not count as damaging the user.
ice-shard,ice,100,physical,-1,30,1,40,No,selected-pokemon,Inflicts regular damage.
shadow-claw,ghost,100,physical,-1,15,0,70,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
thunder-fang,electric,95,physical,10,15,0,65,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to paralyze the target and a separate 10% chance to make the target flinch.
ice-fang,ice,95,physical,10,15,0,65,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to freeze the target and a separate 10% chance to make the target flinch.
fire-fang,fire,95,physical,10,15,0,65,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to burn the target and a separate 10% chance to make the target flinch.
shadow-sneak,ghost,100,physical,-1,30,1,40,No,selected-pokemon,Inflicts regular damage.
mud-bomb,ground,85,special,30,10,0,65,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.
psycho-cut,psychic,100,physical,-1,20,0,70,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
zen-headbutt,psychic,90,physical,20,15,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to make the target flinch.
mirror-shot,steel,85,special,30,10,0,65,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.
flash-cannon,steel,100,special,10,10,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.
rock-climb,normal,85,physical,20,20,0,90,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to confuse the target.
defog,flying,-1,status,-1,15,0,-1,No,selected-pokemon,Lowers the target's evasion by one stage.  Clears away fog.  Removes the effects of mist  light screen  reflect  safeguard  spikes  stealth rock  and toxic spikes from the target's side of the field.  If the target is protected by mist  it will prevent the evasion change  then be removed by this move.
trick-room,psychic,-1,status,-1,5,-7,-1,No,entire-field,For five turns (including this one)  slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.  Pokémon holding full incense  lagging tail  or quick claw and Pokémon with stall ignore this effect.
draco-meteor,dragon,90,special,100,5,0,130,No,selected-pokemon,Inflicts regular damage  then lowers the user's Special Attack by two stages.
discharge,electric,100,special,30,15,0,80,No,all-other-pokemon,Inflicts regular damage.  Has a 30% chance to paralyze the target.
lava-plume,fire,100,special,30,15,0,80,No,all-other-pokemon,Inflicts regular damage.  Has a 30% chance to burn the target.
leaf-storm,grass,90,special,100,5,0,130,No,selected-pokemon,Inflicts regular damage  then lowers the user's Special Attack by two stages.
power-whip,grass,85,physical,-1,10,0,120,No,selected-pokemon,Inflicts regular damage.
rock-wrecker,rock,90,physical,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
cross-poison,poison,100,physical,10,20,0,70,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.
gunk-shot,poison,80,physical,30,5,0,120,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to poison the target.
iron-head,steel,100,physical,30,15,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.
magnet-bomb,steel,-1,physical,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
stone-edge,rock,80,physical,-1,5,0,100,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
captivate,normal,100,status,-1,20,0,-1,No,all-opponents,Lowers the target's Special Attack by two stages.  If the user and target are the same gender  or either is genderless  this move will fail.
stealth-rock,rock,-1,status,-1,20,0,-1,No,opponents-field,Spreads sharp rocks around the opposing field  damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon's susceptibility to rock moves.  rapid spin removes this effect from its user's side of the field.
grass-knot,grass,100,special,-1,20,0,-1,No,selected-pokemon,Inflicts regular damage.  Power increases with the target's weight in kilograms  to a maximum of 120.  Target's weight | Power --------------- | ----: Up to 10kg      |    20 Up to 25kg      |    40 Up to 50kg      |    60 Up to 100kg     |    80 Up to 200kg     |   100 Above 200kg     |   120 
chatter,flying,100,special,100,20,0,65,No,selected-pokemon,Inflicts regular damage.  Has either a 1%  11%  or 31% chance to confuse the target  based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot  this move will not cause confusion.  This move cannot be copied by mimic  mirror move  or sketch  nor selected by assist  metronome  or sleep talk.
judgment,normal,100,special,-1,10,0,100,No,selected-pokemon,Inflicts regular damage.  If the user is holding a plate or a drive  this move's type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however  Techno Blast is only affected by drives  and Judgment is only affected by plates.
bug-bite,bug,100,physical,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.  If the target is holding a berry  this move has double power  and the user takes the berry and uses it immediately.  If the target is holding a jaboca berry or rowap berry  the berry is still removed  but has no effect.  If this move is super effective and the target is holding a berry that can reduce this move's damage  it will do so  and will not be stolen.
charge-beam,electric,90,special,70,10,0,50,No,selected-pokemon,Inflicts regular damage.  Has a 70% chance to raise the user's Special Attack by one stage.
wood-hammer,grass,100,physical,-1,15,0,120,No,selected-pokemon,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.
aqua-jet,water,100,physical,-1,20,1,40,No,selected-pokemon,Inflicts regular damage.
attack-order,bug,100,physical,-1,15,0,90,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
defend-order,bug,-1,status,-1,10,0,-1,No,user,Raises the user's Defense and Special Defense by one stage.
heal-order,bug,-1,status,-1,10,0,-1,No,user,Heals the user for half its max HP.
head-smash,rock,80,physical,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.
double-hit,normal,90,physical,-1,10,0,35,No,selected-pokemon,Inflicts regular damage.  Hits twice in one turn.
roar-of-time,dragon,90,special,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
spacial-rend,dragon,95,special,-1,5,0,100,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
lunar-dance,psychic,-1,status,-1,10,0,-1,No,user,User faints.  Its replacement's HP and PP are fully restored  and any major status effect is removed.
crush-grip,normal,100,physical,-1,5,0,-1,No,selected-pokemon,Inflicts regular damage.  Power directly relates to the target's relative remaining HP  given by `1 + 120 * current HP / max HP`  to a maximum of 121.
magma-storm,fire,75,special,100,5,0,100,No,selected-pokemon,Inflicts regular damage.  For the next 2–5 turns  the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field  this effect ends.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.
dark-void,dark,50,status,-1,10,0,-1,No,all-opponents,Puts the target to sleep.
seed-flare,grass,85,special,40,5,0,120,No,selected-pokemon,Inflicts regular damage.  Has a 40% chance to lower the target's Special Defense by two stages.
ominous-wind,ghost,100,special,10,5,0,60,No,selected-pokemon,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.
shadow-force,ghost,100,physical,-1,5,0,120,No,selected-pokemon,Inflicts regular damage.  User vanishes for one turn  becoming immune to attack  and hits on the second turn.  This move ignores the effects of detect and protect.  This move cannot be selected by sleep talk.
hone-claws,dark,-1,status,-1,15,0,-1,No,user,Raises the user's Attack and accuracy by one stage.
wide-guard,rock,-1,status,-1,10,3,-1,No,users-field,Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn  this move will fail.  This move cannot be selected by assist or metronome.
guard-split,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.
power-split,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.  This effect applies before any other persistent changes to unmodified Attack or Special Attack  such as flower gift during sunny day.
wonder-room,psychic,-1,status,-1,10,0,-1,No,entire-field,For five turns (including this one)  every Pokémon's Defense and Special Defense are swapped.
psyshock,psychic,100,special,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  Damage calculation always uses the target's Defense  regardless of this move's damage class.
venoshock,poison,100,special,-1,10,0,65,No,selected-pokemon,Inflicts regular damage.  If the target is poisoned  this move has double power.
autotomize,steel,-1,status,-1,15,0,-1,No,user,Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack.
rage-powder,bug,-1,status,-1,20,2,-1,No,user,Until the end of this turn  any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn  the Pokémon that uses it last will become the target.  This effect takes priority over lightning rod and storm drain.  If the user's ally switches out  opposing Pokémon may still hit it with pursuit.  This move cannot be selected by assist or metronome.
telekinesis,psychic,-1,status,-1,15,0,-1,No,selected-pokemon,For three turns (including this one)  moves used against the target have 100% accuracy  but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.  This effect is removed by gravity.  If Gravity is already in effect  this move will fail.
magic-room,psychic,-1,status,-1,10,0,-1,No,entire-field,For five turns (including this one)  passive effects of held items are ignored  and Pokémon will not use their held items.
smack-down,rock,100,physical,100,15,0,50,No,selected-pokemon,Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate  magnet rise  or telekinesis  and causes the target's flying type to be ignored when it takes Ground damage.  If the target isn't immune to Ground damage  this move will fail.  This move can hit Pokémon under the effect of bounce  fly  or sky drop  and ends the effect of Bounce or Fly.
storm-throw,fighting,100,physical,-1,10,0,60,No,selected-pokemon,Inflicts regular damage.  Always scores a critical hit.
flame-burst,fire,100,special,-1,15,0,70,No,selected-pokemon,Inflicts regular damage.  If this move successfully hits the target  any Pokémon adjacent to the target are damaged for 1/16 their max HP.
sludge-wave,poison,100,special,10,10,0,95,No,all-other-pokemon,Inflicts regular damage.  Has a 10% chance to poison the target.
quiver-dance,bug,-1,status,-1,20,0,-1,No,user,Raises the user's Special Attack  Special Defense  and Speed by one stage each.
heavy-slam,steel,100,physical,-1,10,0,-1,No,selected-pokemon,Inflicts regular damage.  The greater the user's weight compared to the target's  the higher power this move has  to a maximum of 120.  User's weight                    | Power -------------------------------- | ----: Up to 2× the target's weight     |    40 Up to 3× the target's weight     |    60 Up to 4× the target's weight     |    80 Up to 5× the target's weight     |   100 More than 5× the target's weight |   120 
synchronoise,psychic,100,special,-1,10,0,120,No,all-other-pokemon,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.
electro-ball,electric,100,special,-1,10,0,-1,No,selected-pokemon,Inflicts regular damage.  The greater the user's Speed compared to the target's  the higher power this move has  to a maximum of 150.  User's Speed                     | Power -------------------------------- | ----: Up to 2× the target's Speed      |    60 Up to 3× the target's Speed      |    80 Up to 4× the target's Speed      |   120 More than 4× the target's Speed  |   150 
soak,water,100,status,-1,20,0,-1,No,selected-pokemon,Changes the target to pure water-type until it leaves the field.  If the target has multitype  this move will fail.
flame-charge,fire,100,physical,100,20,0,50,No,selected-pokemon,Inflicts regular damage.  Raises the user's Speed by one stage.
coil,poison,-1,status,-1,20,0,-1,No,user,Raises the user's Attack  Defense  and accuracy by one stage each.
low-sweep,fighting,100,physical,100,20,0,65,No,selected-pokemon,Lowers the target's Speed by one stage.
acid-spray,poison,100,special,100,20,0,40,No,selected-pokemon,Inflicts regular damage.  Lowers the target's Special Defense by two stages.
foul-play,dark,100,physical,-1,15,0,95,No,selected-pokemon,Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's.
simple-beam,normal,100,status,-1,15,0,-1,No,selected-pokemon,Changes the target's ability to simple.
entrainment,normal,100,status,-1,15,0,-1,No,selected-pokemon,Changes the target's ability to match the user's.  This effect ends when the target leaves battle.
after-you,normal,-1,status,-1,15,0,-1,No,selected-pokemon,The target will act next this turn  regardless of Speed or move priority. If the target has already acted this turn  this move will fail.
round,normal,100,special,-1,15,0,60,No,selected-pokemon,Inflicts regular damage.  If round has already been used this turn  this move's power is doubled.  After this move is used  any other Pokémon using it this turn will immediately do so (in the order they would otherwise act)  regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.
echoed-voice,normal,100,special,-1,15,0,40,No,selected-pokemon,Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn  that use's power is added to this move's power  to a maximum of 200.
chip-away,normal,100,physical,-1,20,0,70,No,selected-pokemon,Inflicts regular damage.  Damage calculation ignores the target's stat modifiers  including evasion.
clear-smog,poison,-1,special,-1,15,0,50,No,selected-pokemon,Inflicts regular damage.  All of the target's stat modifiers are reset to zero.
stored-power,psychic,100,special,-1,10,0,20,No,selected-pokemon,Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy  evasion  and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6  this move's power is 31×.
quick-guard,fighting,-1,status,-1,15,3,-1,No,users-field,Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn  this move will fail.  This move cannot be selected by assist or metronome.
ally-switch,psychic,-1,status,-1,15,2,-1,No,user,User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle  or there are no other friendly Pokémon  this move will fail.
scald,water,100,special,30,15,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to burn the target.
shell-smash,normal,-1,status,-1,15,0,-1,No,user,Raises the user's Attack  Special Attack  and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each.
heal-pulse,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,Heals the target for half its max HP.
hex,ghost,100,special,-1,10,0,65,No,selected-pokemon,Inflicts regular damage.  If the target has a major status ailment  this move has double power.
sky-drop,flying,100,physical,-1,10,0,60,No,selected-pokemon,Inflicts regular damage.  User carries the target high into the air for one turn  during which no moves will hit either Pokémon and neither can act.  On the following turn  the user drops the target  inflicting damage and ending the effect.  If the target is flying-type  this move will function as normal but inflict no damage.  gust  hurricane  sky uppercut  smack down  thunder  twister  and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.  The damage from hail and sandstorm still applies during this effect.  Either Pokémon may be hit during this effect if also under the effect of lock on  mind reader  or no guard.  This move cannot be used while gravity is in effect.  This move cannot be selected by sleep talk.  *Bug*: If gravity is used during a double or triple battle while this move is in effect  this move is not correctly canceled on the target  and it remains high in the air indefinitely.  As this move prevents the target from acting  the only way to subsequently remove it from the field is to faint it.
shift-gear,steel,-1,status,-1,10,0,-1,No,user,Raises the user's Attack by one stage and its Speed by two stages.
circle-throw,fighting,90,physical,-1,10,-6,60,No,selected-pokemon,Inflicts regular damage  then switches the target out for another of its trainer's Pokémon  selected at random.  If the target is under the effect of ingrain or suction cups  or it has a substitute  or its Trainer has no more usable Pokémon  it will not be switched out.  If the target is a wild Pokémon  the battle ends instead.
incinerate,fire,100,special,-1,15,0,60,No,all-opponents,Inflicts regular damage.  If the target is holding a berry  it's destroyed and cannot be used in response to this move.
quash,dark,100,status,-1,15,0,-1,No,selected-pokemon,Forces the target to act last this turn  regardless of Speed or move priority.  If the target has already acted this turn  this move will fail.
acrobatics,flying,100,physical,-1,15,0,55,No,selected-pokemon,Inflicts regular damage.  If the user has no held item  this move has double power.
reflect-type,normal,-1,status,-1,15,0,-1,No,selected-pokemon,User's type changes to match the target's.
retaliate,normal,100,physical,-1,5,0,70,No,selected-pokemon,Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn  this move has double power.
final-gambit,fighting,100,special,-1,5,0,-1,No,selected-pokemon,Inflicts damage equal to the user's remaining HP.  User faints.
bestow,normal,-1,status,-1,15,0,-1,No,selected-pokemon,Transfers the user's held item to the target.  If the user has no held item  or the target already has a held item  this move will fail.
inferno,fire,50,special,100,5,0,100,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to burn the target.
water-pledge,water,100,special,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn  all opposing Pokémon have halved Speed for four turns (including this one).
fire-pledge,fire,100,special,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn  moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).
grass-pledge,grass,100,special,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn  all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).
volt-switch,electric,100,special,-1,20,0,70,No,selected-pokemon,Inflicts regular damage  then the user immediately switches out  and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack  the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle  it will not switch out.  The user may be hit by pursuit when it switches out  if it has been targeted and pursuit has not yet been used.  This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.
struggle-bug,bug,100,special,100,20,0,50,No,all-opponents,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
bulldoze,ground,100,physical,100,20,0,60,No,all-other-pokemon,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
frost-breath,ice,90,special,100,10,0,60,No,selected-pokemon,Inflicts regular damage.  Always scores a critical hit.
dragon-tail,dragon,90,physical,-1,10,-6,60,No,selected-pokemon,Inflicts regular damage  then switches the target out for another of its trainer's Pokémon  selected at random.  If the target is under the effect of ingrain or suction cups  or it has a substitute  or its Trainer has no more usable Pokémon  it will not be switched out.  If the target is a wild Pokémon  the battle ends instead.
work-up,normal,-1,status,-1,30,0,-1,No,user,Raises the user's Attack and Special Attack by one stage each.
electroweb,electric,95,special,100,15,0,55,No,all-opponents,Lowers the target's Speed by one stage.
wild-charge,electric,100,physical,-1,15,0,90,No,selected-pokemon,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.
drill-run,ground,95,physical,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
dual-chop,dragon,90,physical,-1,15,0,40,No,selected-pokemon,Inflicts regular damage.  Hits twice in one turn.
heart-stamp,psychic,100,physical,30,25,0,60,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.
horn-leech,grass,100,physical,-1,10,0,75,No,selected-pokemon,Inflicts regular damage.  Drains half the damage inflicted to heal the user.
sacred-sword,fighting,100,physical,-1,15,0,90,No,selected-pokemon,Inflicts regular damage.  Damage calculation ignores the target's stat modifiers  including evasion.
razor-shell,water,95,physical,50,10,0,75,No,selected-pokemon,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.
heat-crash,fire,100,physical,-1,10,0,-1,No,selected-pokemon,Inflicts regular damage.  The greater the user's weight compared to the target's  the higher power this move has  to a maximum of 120.  User's weight                    | Power -------------------------------- | ----: Up to 2× the target's weight     |    40 Up to 3× the target's weight     |    60 Up to 4× the target's weight     |    80 Up to 5× the target's weight     |   100 More than 5× the target's weight |   120 
leaf-tornado,grass,90,special,50,10,0,65,No,selected-pokemon,Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.
steamroller,bug,100,physical,30,20,0,65,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.  Power is doubled against Pokémon that have used minimize since entering the field.
cotton-guard,grass,-1,status,-1,10,0,-1,No,user,Raises the user's Defense by three stages.
night-daze,dark,95,special,40,10,0,85,No,selected-pokemon,Inflicts regular damage.  Has a 40% chance to lower the target's accuracy by one stage.
psystrike,psychic,100,special,-1,10,0,100,No,selected-pokemon,Inflicts regular damage.  Damage calculation always uses the target's Defense  regardless of this move's damage class.
tail-slap,normal,85,physical,-1,10,0,25,No,selected-pokemon,Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.
hurricane,flying,70,special,30,10,0,110,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to confuse the target.  This move can hit Pokémon under the effect of bounce  fly  or sky drop.  During rain dance  this move has 100% accuracy.  During sunny day  this move has 50% accuracy.
head-charge,normal,100,physical,-1,15,0,120,No,selected-pokemon,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.
gear-grind,steel,85,physical,-1,15,0,50,No,selected-pokemon,Inflicts regular damage.  Hits twice in one turn.
searing-shot,fire,100,special,30,5,0,100,No,all-other-pokemon,Inflicts regular damage.  Has a 30% chance to burn the target.
techno-blast,normal,100,special,-1,5,0,120,No,selected-pokemon,Inflicts regular damage.  If the user is holding a plate or a drive  this move's type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however  Techno Blast is only affected by drives  and Judgment is only affected by plates.
relic-song,normal,100,special,10,10,0,75,No,all-opponents,Inflicts regular damage.  Has a 10% chance to put the target to sleep. If the user is a meloetta  it will toggle between Aria and Pirouette Forme.
secret-sword,fighting,100,special,-1,10,0,85,No,selected-pokemon,Inflicts regular damage.  Damage calculation always uses the target's Defense  regardless of this move's damage class.
glaciate,ice,95,special,100,10,0,65,No,all-opponents,Inflicts regular damage.  Lowers the target's Speed by one stage.
bolt-strike,electric,85,physical,20,5,0,130,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to paralyze the target.
blue-flare,fire,85,special,20,5,0,130,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to burn the target.
fiery-dance,fire,100,special,50,10,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 50% chance to raise the user's Special Attack by one stage.
freeze-shock,ice,90,physical,30,5,0,140,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to paralyze the target.  User charges for one turn before attacking.
ice-burn,ice,90,special,30,5,0,140,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to burn the target.  User charges for one turn before attacking.
snarl,dark,95,special,100,15,0,55,No,all-opponents,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
icicle-crash,ice,90,physical,30,10,0,85,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.
v-create,fire,95,physical,100,5,0,180,No,selected-pokemon,Inflicts regular damage.  Lowers the user's Defense  Special Defense  and Speed by one stage each.
fusion-flare,fire,100,special,-1,5,0,100,No,selected-pokemon,Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn  this move has double power.
fusion-bolt,electric,100,physical,-1,5,0,100,No,selected-pokemon,Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn  this move has double power.
flying-press,fighting,95,physical,-1,10,0,100,No,selected-pokemon,Inflicts regular damage.  For the purposes of type effectiveness  this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.  For all other purposes  this move is pure Fighting-type.  If this move's type is changed  its Fighting typing is overwritten  and its secondary type remains Flying.  If the target has used minimize since entering battle  this move has double power and will never miss.
mat-block,fighting,-1,status,-1,10,0,-1,No,users-field,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.
belch,poison,90,special,-1,10,0,120,No,selected-pokemon,Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.  After the user eats a berry  it may use this move any number of times until the end of the battle  even if it switches out.  Eating a held berry  eating a berry via bug bite or pluck  or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.  If the trainer chooses this move when it cannot be used  the choice is rejected outright and the trainer must choose another move.
rototiller,ground,-1,status,100,10,0,-1,No,all-pokemon,Raises the Attack and Special Attack of all grass Pokémon in battle.
sticky-web,bug,-1,status,-1,20,0,-1,No,opponents-field,Shoots a web over the opponents' side of the field  which lowers the Speed of any opposing Pokémon that enters the field by one stage.  Pokémon in the air  such as flying-types and those with levitate  are unaffected.  rapid spin removes Sticky Web from the user's side of the field; defog removes it from both sides.
fell-stinger,bug,100,physical,-1,25,0,50,No,selected-pokemon,Inflicts regular damage.  Raises the user's Attack by two stages if it KOs the target.
phantom-force,ghost,100,physical,-1,10,0,90,No,selected-pokemon,Inflicts regular damage.  User vanishes for one turn  becoming immune to attack  and hits on the second turn.  This move ignores the effects of detect and protect.  This move cannot be selected by sleep talk.
trick-or-treat,ghost,100,status,-1,20,0,-1,No,selected-pokemon,Adds ghost to the target's types.
noble-roar,normal,100,status,100,30,0,-1,No,selected-pokemon,Lowers the target's Attack and Special Attack by one stage.
ion-deluge,electric,-1,status,-1,25,1,-1,No,entire-field,Changes all Pokémon's normal moves to electric moves for the rest of the turn.
parabolic-charge,electric,100,special,-1,20,0,65,No,all-other-pokemon,Heals the user for half the total damage dealt to all targets.
forests-curse,grass,100,status,-1,20,0,-1,No,selected-pokemon,Adds grass to the target's types.
petal-blizzard,grass,100,physical,-1,15,0,90,No,all-other-pokemon,Inflicts regular damage.
freeze-dry,ice,100,special,10,20,0,70,No,selected-pokemon,Inflicts regular damage.  This move is super-effective against the water type.  The target's other type will affect damage as usual.  If this move's type is changed  it remains super-effective against Water regardless of its type.
disarming-voice,fairy,-1,special,-1,15,0,40,No,all-opponents,Inflicts regular damage.  Ignores accuracy and evasion.
parting-shot,dark,100,status,100,20,0,-1,No,selected-pokemon,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.
topsy-turvy,dark,-1,status,-1,20,0,-1,No,selected-pokemon,Inverts the target's stat modifiers.
draining-kiss,fairy,100,special,-1,10,0,50,No,selected-pokemon,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.
crafty-shield,fairy,-1,status,-1,10,3,-1,No,users-field,Protects all friendly Pokémon from non-damaging moves for the rest of the turn.  Unlike other blocking moves  this move may be used consecutively without its chance of success falling.
flower-shield,fairy,-1,status,100,10,0,-1,No,all-pokemon,Raises the Defense of all grass Pokémon in battle.
grassy-terrain,grass,-1,status,-1,10,0,-1,No,entire-field,For five turns  heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.  Changes nature power to energy ball.
misty-terrain,fairy,-1,status,-1,10,0,-1,No,entire-field,For five turns  protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.  Changes nature power to moonblast.
electrify,electric,-1,status,-1,20,0,-1,No,selected-pokemon,Changes the target's move's type to electric if it hasn't moved yet this turn.
play-rough,fairy,90,physical,10,10,0,90,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage.
fairy-wind,fairy,100,special,-1,30,0,40,No,selected-pokemon,Inflicts regular damage.
moonblast,fairy,100,special,30,15,0,95,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to lower the target's Special Attack by one stage.
boomburst,normal,100,special,-1,10,0,140,No,all-other-pokemon,Inflicts regular damage.
fairy-lock,fairy,-1,status,-1,10,0,-1,No,entire-field,Prevents all Pokémon from fleeing or switching out during the next turn.
kings-shield,steel,-1,status,-1,10,4,-1,No,user,Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.
play-nice,normal,-1,status,100,20,0,-1,No,selected-pokemon,Lowers the target's Attack by one stage.
confide,normal,-1,status,100,20,0,-1,No,selected-pokemon,Lowers the target's Special Attack by one stage.
